dt,angle,angle_dt,pwm,pos,pos_dt
0.004999999888241291,2.800974130630493,0.07613999396562576,18.0,0.012252211570739746,0.12762750685214996
0.006000000052154064,2.8033735752105713,0.1330289989709854,18.0,0.013528482988476753,0.2552540898323059
0.004999999888241291,2.804591178894043,0.09332599490880966,18.0,0.014677128754556179,0.2552545368671417
0.006000000052154064,2.8061835765838623,0.1544789969921112,18.0,0.015442892909049988,0.2552550137042999
0.006000000052154064,2.8078513145446777,0.1331619918346405,18.0,0.016719164326786995,0.19144172966480255
0.004999999888241291,2.810352087020874,0.1331619918346405,18.0,0.017995435744524002,0.2552550137042999
0.004999999888241291,2.8127353191375732,0.09772299975156784,18.0,0.019144082441926003,0.19144172966480255
0.006000000052154064,2.8132617473602295,0.10878099501132965,18.0,0.020547980442643166,0.2552550137042999
0.006000000052154064,2.8149023056030273,0.1195719987154007,18.0,0.0213137436658144,0.19143986701965332
0.004999999888241291,2.816477060317993,0.13795799016952515,18.0,0.022717643529176712,0.2552550137042999
0.006000000052154064,2.818093776702881,0.10571599751710892,18.0,0.02399391308426857,0.19143986701965332
0.004999999888241291,2.8195624351501465,0.10544999688863754,18.0,0.02539781481027603,0.2552550137042999
0.006000000052154064,2.8209311962127686,0.1254349946975708,18.0,0.02680189535021782,0.2552550137042999
0.004999999888241291,2.8214423656463623,0.06628099828958511,18.0,0.027695104479789734,0.19144079089164734
0.006000000052154064,2.8228859901428223,0.12476799637079239,18.0,0.029099002480506897,0.19144079089164734
0.004999999888241291,2.8250510692596436,0.1374250054359436,18.0,0.030630528926849365,0.19144079089164734
0.006000000052154064,2.826746940612793,0.13262899219989777,18.0,0.03203442692756653,0.2552531659603119
0.004999999888241291,2.8275485038757324,0.0971900001168251,18.0,0.03292781859636307,0.19144079089164734
0.006000000052154064,2.8288846015930176,0.10198599845170975,18.0,0.034459345042705536,0.2552531659603119
0.004999999888241291,2.829648494720459,0.06668099761009216,18.0,0.0358632430434227,0.2552531659603119
0.006000000052154064,2.8302390575408936,0.09092799574136734,18.0,0.037394773215055466,0.2552550137042999
0.004999999888241291,2.8310582637786865,0.07081139087677002,18.0,0.03905392438173294,0.3190673589706421
0.006000000052154064,2.8315234184265137,0.04030099883675575,18.0,0.040074944496154785,0.25525689125061035
0.006000000052154064,2.832773208618164,0.09252699464559555,18.0,0.04147884249687195,0.2552531659603119
0.004999999888241291,2.833242893218994,0.009523995220661163,18.0,0.04313799738883972,0.25525689125061035
0.006000000052154064,2.834861993789673,0.0706779956817627,18.0,0.04466952010989189,0.2552550137042999
0.004999999888241291,2.8349194526672363,0.01472000777721405,18.0,0.04620105028152466,0.25525689125061035
0.006000000052154064,2.8353545665740967,0.05628899484872818,18.0,0.047222066670656204,0.2552550137042999
0.004999999888241291,2.835705280303955,0.015386998653411865,18.0,0.048753589391708374,0.2552531659603119
0.006000000052154064,2.836315393447876,0.00432799756526947,18.0,0.05028511583805084,0.2552531659603119
