dt,angle,angle_dt,pwm,pos,pos_dt,source_file
0.051,2.7997,-0.0086,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7982,-0.0335,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,-0.0375,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7947,-0.0223,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7945,0.0043,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7956,0.0288,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7971,0.0276,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7982,0.0155,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7982,-0.0041,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7974,-0.0231,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7961,-0.0247,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7954,-0.0093,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7955,0.0053,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,0.0169,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7972,0.0175,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7978,0.0094,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7976,-0.0085,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.797,-0.0145,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,-0.0165,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7956,-0.0081,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7957,0.0042,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,0.0129,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7968,0.0122,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.797,0.0013,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7968,-0.0065,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0119,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7958,-0.0103,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7956,-0.0014,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7959,0.0045,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,0.0073,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7967,0.0031,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7967,-0.0002,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0083,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,-0.0066,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7957,-0.0035,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7959,0.0007,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7961,0.0019,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,0.003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7966,0.0017,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0034,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,-0.0055,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7961,-0.0071,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7961,-0.0011,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,0.0041,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,0.0021,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,0.0005,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0022,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0038,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0018,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0041,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7965,-0.0001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7966,0.0006,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7965,0.0007,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,0.0009,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,-0.003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,0.0027,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0039,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7965,-0.0014,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7965,-0.0003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7965,-0.0011,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0018,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0005,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,0.0019,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0031,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0023,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0014,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.052,2.7963,0.0006,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,0.0009,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.05,2.7963,-0.0001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.052,2.7962,-0.0022,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.05,2.7963,0.0035,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,-0.0007,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7961,-0.0018,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,-0.0031,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,-0.0003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.052,2.7961,-0.0021,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.05,2.796,0.0001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,0.0001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.052,2.7958,0.0014,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.05,2.796,0.0018,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,0.0007,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.052,2.796,0.0001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,-0.001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,0.0021,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,-0.001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,-0.0031,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7961,-0.0017,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,-0.0015,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,-0.0009,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,-0.0037,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.796,-0.001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7961,-0.001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7961,0.0019,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,-0.0014,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0015,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0015,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0021,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0005,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,0.0014,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0007,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0027,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,0.0015,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0013,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,0.0007,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0019,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,0.0013,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.05,2.7963,-0.0011,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0021,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0026,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,0.0025,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0013,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,-0.0007,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,-0.0018,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0019,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0023,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,0.0019,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0014,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0018,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0005,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0002,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7965,-0.0026,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7965,0.0015,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.052,2.7964,-0.0041,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.05,2.7964,-0.0015,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.052,2.7965,-0.0013,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7965,0.0034,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7966,-0.0003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7965,-0.0011,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7966,-0.0005,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7966,-0.0017,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.05,2.7965,-0.0003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.052,2.7964,-0.0002,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,0.0011,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0005,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7962,0.0023,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7961,0.0001,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0006,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7963,-0.0003,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.7964,-0.0019,0.0,-0.1084,0.0,ident_20250910_062205.csv
0.051,2.8121,0.0203,25.0,-0.1054,0.1276,ident_20250910_062205.csv
0.051,2.8355,0.0298,25.0,-0.0957,0.2553,ident_20250910_062205.csv
0.051,2.8533,0.308,25.0,-0.08,0.3191,ident_20250910_062205.csv
0.052,2.8799,0.4585,25.0,-0.062,0.3829,ident_20250910_062205.csv
0.051,2.9033,0.3927,25.0,-0.043,0.3829,ident_20250910_062205.csv
0.051,2.9139,0.3066,25.0,-0.0226,0.7658,ident_20250910_062205.csv
0.052,2.901,0.2163,0.0,-0.0075,0.2553,ident_20250910_062205.csv
0.051,2.8639,-0.2223,0.0,-0.0014,0.0,ident_20250910_062205.csv
0.051,2.8332,-0.5057,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8033,-0.5948,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.7809,-0.4103,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.7742,-0.0344,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.7853,0.3077,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.808,0.4588,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8286,0.3411,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8359,0.0491,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8278,-0.2483,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8115,-0.3437,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.7978,-0.23,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.7942,-0.0178,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8011,0.1801,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8134,0.2452,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8234,0.1643,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8257,-0.0157,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.82,-0.1513,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8115,-0.1686,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8058,-0.0795,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8065,0.048,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8118,0.1169,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8177,0.1015,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8202,0.0234,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8184,-0.0636,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8143,-0.0864,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8111,-0.0484,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8111,0.0153,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8136,0.0586,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8166,0.048,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8175,0.0013,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8159,-0.0371,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.814,-0.041,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.813,-0.0122,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8136,0.0171,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,0.0295,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.05,2.8162,0.0142,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.816,-0.0122,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.052,2.815,-0.0247,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.05,2.8142,-0.0122,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8143,0.0034,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,0.0182,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.052,2.8158,0.0103,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.05,2.8158,-0.0054,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,-0.0137,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,-0.0105,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,-0.0003,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,0.0097,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8156,0.0046,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8155,-0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,-0.009,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.052,2.8147,-0.0021,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,0.0018,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,0.0055,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,0.001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,-0.0014,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,-0.0049,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,-0.0039,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,0.0035,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,-0.0007,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,-0.0035,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,-0.0023,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,-0.0017,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,0.0011,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,0.0029,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8153,0.0005,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,-0.0046,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,0.0009,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,0.0015,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,-0.0011,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8153,0.0011,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8153,-0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,-0.0029,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,-0.0026,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,0.0009,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,0.0029,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,-0.0015,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,-0.0026,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,0.0007,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8153,0.0011,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8154,-0.001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8154,-0.003,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8155,0.0009,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8154,-0.0022,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8153,0.0018,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8154,-0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8153,0.0025,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,-0.0006,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,-0.001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,0.0018,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,-0.0033,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8152,0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,0.0005,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,0.0018,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,-0.0017,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,0.0009,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,-0.0026,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,0.0006,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0015,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.052,2.8149,0.0026,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,0.0033,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,0.0021,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,0.001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0018,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,0.0015,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,-0.0019,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,0.0005,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0026,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,0.0011,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,0.0003,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0025,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,0.0014,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,0.0013,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,0.0027,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8151,0.0014,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,-0.0015,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,-0.001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.815,-0.0021,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0026,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0006,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,-0.0006,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,-0.0031,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,-0.0015,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,-0.0007,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,0.0006,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8145,0.0003,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8145,-0.0025,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8145,0.001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8144,-0.001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,0.0015,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8145,0.0007,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8145,-0.0011,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,0.0013,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,0.0011,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,0.0009,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,-0.0014,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,-0.0023,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,-0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,0.0009,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,0.0005,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,-0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,-0.0013,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0015,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0009,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0005,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.003,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,0.0014,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8149,-0.0006,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,0.0009,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,0.001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,-0.0007,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,-0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,0.0018,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,-0.0003,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8145,-0.0027,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8145,0.0001,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.052,2.8144,0.0011,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.05,2.8145,0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8145,-0.0013,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.052,2.8146,-0.0013,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.05,2.8146,0.0007,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,0.0025,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8146,0.0018,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,0.0011,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,0.0009,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,-0.0002,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,0.0017,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,-0.0019,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,-0.0011,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8147,-0.0018,0.0,-0.0004,0.0,ident_20250910_062205.csv
0.051,2.8148,-0.0013,0.0,-0.0004,0.0,ident_20250910_062205.csv
