timestamp,dt,angle,angle_dt,pwm,pos,pos_dt
1757477266.0468702,0.05,2.8004,0.0235,-25.0,-0.1815,-0.1276
1757477266.0936804,0.051,2.7746,-0.1236,-25.0,-0.1907,-0.2553
1757477266.1418726,0.051,2.7543,-0.2575,-25.0,-0.205,-0.3829
1757477266.190508,0.052,2.7335,-0.3589,-25.0,-0.2227,-0.3829
1757477266.2392871,0.051,2.712,-0.4439,-25.0,-0.2421,-0.3829
1757477266.2880201,0.051,2.7004,-0.146,-25.0,-0.2627,-0.4467
1757477266.3369582,0.052,2.7253,0.3205,0.0,-0.2786,-0.2553
1757477266.3857048,0.051,2.7772,0.2511,0.0,-0.285,-0.1276
1757477266.434236,0.051,2.8029,0.3527,0.0,-0.2864,0.0
1757477266.531574,0.051,2.8208,0.3663,0.0,-0.2865,0.0
1757477266.5793767,0.051,2.8332,0.2501,0.0,-0.2865,0.0
1757477266.629206,0.052,2.8369,0.0208,0.0,-0.2865,0.0
1757477266.6779377,0.05,2.8286,-0.2002,0.0,-0.2865,0.0
1757477266.726683,0.051,2.8135,-0.3029,0.0,-0.2865,0.0
1757477266.7754686,0.051,2.7978,-0.2707,0.0,-0.2865,0.0
1757477266.8241825,0.051,2.7878,-0.1262,0.0,-0.2865,0.0
1757477266.8729243,0.051,2.7866,0.0423,0.0,-0.2865,0.0
1757477266.9216614,0.051,2.7934,0.1911,0.0,-0.2865,0.0
1757477266.9704983,0.051,2.8046,0.2424,0.0,-0.2865,0.0
1757477267.0191417,0.051,2.8142,0.1801,0.0,-0.2865,0.0
1757477267.067848,0.051,2.8178,0.0411,0.0,-0.2865,0.0
1757477267.117176,0.051,2.8142,-0.1037,0.0,-0.2865,0.0
1757477267.1660051,0.051,2.8052,-0.1837,0.0,-0.2865,0.0
1757477267.2141578,0.051,2.7961,-0.1659,0.0,-0.2865,0.0
1757477267.262503,0.051,2.79,-0.0757,0.0,-0.2865,0.0
1757477267.3111978,0.051,2.7897,0.0362,0.0,-0.2865,0.0
1757477267.3605156,0.051,2.7944,0.1256,0.0,-0.2865,0.0
1757477267.4091446,0.051,2.8012,0.1429,0.0,-0.2865,0.0
1757477267.457896,0.051,2.8065,0.0939,0.0,-0.2865,0.0
1757477267.5067518,0.051,2.8077,-0.001,0.0,-0.2865,0.0
