timestamp,dt,angle,angle_dt,pwm,pos,pos_dt
1757476980.9040978,0.051,2.7949,-0.017,-15.0,-0.1863,-0.0638
1757476980.9510925,0.051,2.7762,-0.2881,-15.0,-0.193,-0.2553
1757476981.0081875,0.051,2.7529,-0.4563,-15.0,-0.2015,-0.1915
1757476981.048095,0.051,2.7324,-0.3784,-15.0,-0.211,-0.1276
1757476981.0967994,0.052,2.7183,-0.3101,-15.0,-0.2216,-0.2553
1757476981.1456242,0.051,2.703,-0.3045,0.0,-0.2322,-0.2553
1757476981.1943395,0.051,2.7183,-0.1133,0.0,-0.2367,-0.0638
1757476981.2430632,0.052,2.7422,0.4145,0.0,-0.2379,0.0
1757476981.2917767,0.051,2.7774,0.8018,0.0,-0.2378,0.0
1757476981.3406901,0.051,2.8179,0.8718,0.0,-0.2378,0.0
1757476981.3893335,0.051,2.8536,0.6004,0.0,-0.2378,0.0
1757476981.438049,0.051,2.8667,0.1308,0.0,-0.2378,0.0
1757476981.4868338,0.05,2.8558,-0.3421,0.0,-0.2378,0.0
1757476981.5355554,0.052,2.8285,-0.5862,0.0,-0.2378,0.0
1757476981.584285,0.05,2.7983,-0.5556,0.0,-0.2378,0.0
1757476981.633136,0.051,2.7784,-0.3136,0.0,-0.2378,0.0
1757476981.6817982,0.051,2.7744,0.037,0.0,-0.2378,0.0
1757476981.730505,0.051,2.786,0.3212,0.0,-0.2378,0.0
1757476981.7794015,0.051,2.8069,0.4469,0.0,-0.2378,0.0
1757476981.827988,0.051,2.8267,0.3523,0.0,-0.2378,0.0
1757476981.8768055,0.051,2.8358,0.1173,0.0,-0.2378,0.0
1757476981.9255843,0.051,2.8317,-0.1529,0.0,-0.2378,0.0
1757476982.0228531,0.051,2.8177,-0.303,0.0,-0.2378,0.0
1757476982.0713978,0.051,2.8026,-0.2804,0.0,-0.2378,0.0
1757476982.1207385,0.051,2.7935,-0.1362,0.0,-0.2378,0.0
1757476982.1692636,0.051,2.7932,0.0547,0.0,-0.2378,0.0
1757476982.2180238,0.051,2.801,0.1902,0.0,-0.2378,0.0
1757476982.2667887,0.051,2.8112,0.2063,0.0,-0.2378,0.0
1757476982.3159897,0.051,2.8186,0.1153,0.0,-0.2378,0.0
1757476982.364247,0.051,2.8195,-0.0185,0.0,-0.2378,0.0
1757476982.413277,0.051,2.8144,-0.1198,0.0,-0.2378,0.0
1757476982.461832,0.051,2.807,-0.1362,0.0,-0.2378,0.0
1757476982.5105884,0.051,2.8022,-0.0748,0.0,-0.2378,0.0
1757476982.5592637,0.051,2.8016,0.0181,0.0,-0.2378,0.0
1757476982.608053,0.051,2.8051,0.0873,0.0,-0.2378,0.0
1757476982.6568942,0.051,2.8098,0.0881,0.0,-0.2378,0.0
1757476982.7055402,0.051,2.8124,0.041,0.0,-0.2378,0.0
1757476982.7543333,0.051,2.8121,-0.0256,0.0,-0.2378,0.0
1757476982.8031013,0.051,2.8092,-0.0612,0.0,-0.2378,0.0
1757476982.8518085,0.051,2.8062,-0.0535,0.0,-0.2378,0.0
1757476982.9006498,0.051,2.8048,-0.0122,0.0,-0.2378,0.0
1757476982.9493105,0.051,2.8057,0.0323,0.0,-0.2378,0.0
1757476982.9980981,0.051,2.8078,0.0426,0.0,-0.2378,0.0
