dt,angle,angle_dt,pwm,pos,pos_dt,source_file
0.051,2.807,-0.1362,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8022,-0.0748,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8016,0.0181,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8051,0.0873,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8098,0.0881,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8124,0.041,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8121,-0.0256,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8092,-0.0612,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8062,-0.0535,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8048,-0.0122,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8057,0.0323,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8078,0.0426,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8094,0.0282,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8094,-0.0085,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.808,-0.0303,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0239,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8061,-0.005,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0153,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8077,0.0226,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8082,0.0067,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.808,-0.0077,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8071,-0.0139,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8063,-0.0105,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8063,0.0042,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0107,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8072,0.0067,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8073,-0.0017,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,-0.0065,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0077,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8064,0.0026,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8067,0.0063,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8069,0.0037,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8071,0.0006,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,-0.0053,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0049,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0059,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.0043,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8069,-0.0002,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8068,-0.0014,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8066,-0.0038,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0017,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0002,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.005,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0029,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,-0.0033,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8065,-0.0021,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8065,0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8065,0.0011,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0035,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0006,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8067,0.0009,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0009,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0014,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0022,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0011,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0027,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,-0.0002,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8064,0.0019,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,-0.0018,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,0.0002,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,0.0018,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,0.0001,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8065,-0.0014,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8066,-0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8065,0.0027,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,-0.0002,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8064,0.0011,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8064,0.0006,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8064,0.0025,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8064,-0.0033,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8065,-0.0005,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8064,-0.0006,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8064,-0.001,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8064,-0.0027,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8064,0.0014,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,-0.0003,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8065,-0.0022,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8065,0.0002,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,0.0002,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0011,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0027,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0023,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.001,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0026,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0013,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0022,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0026,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0019,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0011,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,-0.0014,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0003,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0025,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,0.0021,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,-0.0011,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,0.0013,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0002,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0006,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0021,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0027,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0018,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0014,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0003,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0014,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0018,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0013,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0027,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0011,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0005,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0017,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0017,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0005,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8068,0.001,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0001,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0018,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0011,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8066,-0.0023,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8066,-0.0015,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0009,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8066,0.001,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0018,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8066,0.0002,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8067,-0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8066,0.0029,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8065,-0.0027,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0017,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8067,-0.0009,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0005,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0013,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0003,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.05,2.8067,0.0019,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0021,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.0014,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0001,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.0009,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.052,2.8068,0.0001,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.0034,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,-0.0006,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8069,0.0003,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8069,0.001,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8069,0.0006,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.0002,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0006,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0017,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,-0.0011,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.0025,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.0033,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.0018,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,-0.0017,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.0015,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,0.0022,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8068,-0.0015,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0038,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0025,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0018,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,0.0019,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0005,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0006,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0011,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,-0.0027,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0027,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8067,-0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8066,0.0007,0.0,-0.2378,0.0,ident_20250910_060300.csv
0.051,2.8214,0.0271,15.0,-0.2346,0.0638,ident_20250910_060300.csv
0.051,2.8354,0.121,15.0,-0.2277,0.1276,ident_20250910_060300.csv
0.051,2.846,0.1974,15.0,-0.219,0.1914,ident_20250910_060300.csv
0.052,2.855,0.0988,15.0,-0.2084,0.1276,ident_20250910_060300.csv
0.051,2.8605,0.1146,15.0,-0.1973,0.1914,ident_20250910_060300.csv
0.051,2.8625,0.0412,0.0,-0.1863,0.1276,ident_20250910_060300.csv
0.051,2.8387,0.0578,0.0,-0.181,0.0638,ident_20250910_060300.csv
0.051,2.8301,-0.0066,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8248,-0.1819,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8136,-0.2448,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8038,-0.1774,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8003,-0.0352,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.804,0.1032,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8118,0.1493,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8179,0.0911,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.819,-0.0173,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8155,-0.0963,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8104,-0.1008,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8081,-0.0295,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8096,0.0464,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8134,0.0785,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8166,0.0486,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8171,-0.0106,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8151,-0.0522,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8125,-0.0512,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8116,-0.0054,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8129,0.0343,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8152,0.0407,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8167,0.0195,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8164,-0.0153,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8149,-0.0358,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8138,-0.0215,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8138,0.0058,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.815,0.0254,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,0.0202,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8165,-0.0025,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8159,-0.0183,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8149,-0.0197,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8147,-0.0006,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.05,2.8152,0.0139,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.052,2.8159,0.0146,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8164,0.0029,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,-0.0094,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8156,-0.0138,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8153,-0.0067,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8153,0.0062,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8158,0.0133,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,0.0087,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8163,-0.0051,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.816,-0.0086,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8156,-0.0041,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8155,0.0017,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8157,0.0066,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,0.0061,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,-0.0018,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.816,-0.0037,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.05,2.8157,-0.0059,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.052,2.8157,0.0034,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8158,0.0057,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,0.0007,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,0.0025,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.816,-0.0053,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8159,-0.0013,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8159,-0.0023,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.816,0.003,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,0.0051,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8163,-0.0013,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,-0.0022,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,-0.0029,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,-0.0019,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,0.0003,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8163,0.0019,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8163,0.0022,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,-0.0002,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,-0.0037,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,-0.0009,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,0.0027,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,0.0019,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8163,-0.0007,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8163,-0.0022,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,0.0002,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,-0.0007,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,-0.0006,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.052,2.8163,0.0019,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.05,2.8163,0.0005,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8163,-0.0015,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8163,-0.0015,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8164,0.0014,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8164,0.0007,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8164,0.0018,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8165,-0.0022,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8164,-0.0027,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,-0.0011,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,-0.0015,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8162,-0.0017,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8161,-0.0002,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.816,0.0015,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.816,-0.0015,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8159,-0.0029,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8158,-0.0003,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8159,0.0007,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8159,-0.0005,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8159,-0.0001,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8159,0.0001,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8158,-0.0022,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8158,-0.0017,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8157,0.0007,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8157,-0.0002,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8158,0.0021,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8158,0.0001,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8157,0.0006,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8157,-0.0018,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8157,0.0023,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8156,-0.0021,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8157,-0.0003,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8156,0.0009,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8157,-0.0015,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8156,-0.0018,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8155,0.0006,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8154,0.0018,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8155,0.0017,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8157,0.0001,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8155,0.0007,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8154,0.0003,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.052,2.8154,0.001,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8154,0.0019,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8154,-0.0005,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8154,-0.0023,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8155,0.0014,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8156,0.0003,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8155,-0.0011,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8156,-0.0029,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8156,0.0013,0.0,-0.1798,0.0,ident_20250910_060300.csv
0.051,2.8156,0.0007,0.0,-0.1798,0.0,ident_20250910_060300.csv
