timestamp,dt,angle,angle_dt,pwm,pos,pos_dt
1757460749.1679187,0.001,2.8412,-0.0795,-40.0,-0.0017,-0.3191
1757460749.2127469,0.002,2.8261,-0.1272,-40.0,-0.0066,-0.2553
1757460749.2605429,0.002,2.8121,0.114,-40.0,-0.0126,-0.3191
1757460749.2638562,0.002,2.8017,0.0935,-40.0,-0.0194,-0.3829
1757460749.309536,0.002,2.7934,-0.0118,-40.0,-0.0288,-0.5105
1757460749.3575761,0.002,2.7862,-0.0543,-40.0,-0.0392,-0.5105
1757460749.3612716,0.002,2.7774,-0.1923,-40.0,-0.0509,-0.5105
1757460749.4074352,0.002,2.7691,-0.1541,-40.0,-0.0632,-0.6381
1757460749.4549224,0.002,2.7594,-0.8254,-40.0,-0.0762,-0.5743
1757460749.4579062,0.002,2.7284,-2.0685,-40.0,-0.0886,-0.5743
1757460749.5049863,0.002,2.6913,-2.3621,-40.0,-0.1008,-0.4254
1757460749.5525496,0.002,2.6464,-1.6043,-40.0,-0.1144,-0.4254
1757460749.5566897,0.002,2.6074,-1.9767,-40.0,-0.1281,-0.5743
1757460749.6025722,0.002,2.568,-2.0942,-40.0,-0.14,-0.5743
1757460749.6502023,0.002,2.5249,-2.0987,-40.0,-0.1534,-0.6381
1757460749.6528747,0.002,2.4902,-1.7519,-40.0,-0.1671,-0.7019
1757460749.6998093,0.002,2.4698,-0.9323,-40.0,-0.1803,-0.5743
1757460749.7474966,0.002,2.4713,0.1348,-40.0,-0.1931,-0.7019
1757460749.7508209,0.002,2.4958,1.2763,-40.0,-0.207,-0.5743
1757460749.797792,0.002,2.551,2.0197,0.0,-0.2177,-0.3829
1757460749.8456664,0.002,2.6294,3.0391,0.0,-0.2231,-0.2552
1757460749.848489,0.002,2.7208,3.3252,0.0,-0.2277,-0.1276
1757460749.9058573,0.002,2.8112,3.4276,0.0,-0.2314,-0.1276
1757460749.9423826,0.002,2.8981,3.3146,0.0,-0.2342,-0.1276
1757460749.9448907,0.002,2.9653,3.0756,0.0,-0.2359,-0.1276
1757460749.9918706,0.002,3.0302,2.6928,0.0,-0.2366,0.0
1757460750.0399258,0.002,3.0767,2.0376,0.0,-0.237,0.0
1757460750.0430193,0.002,3.1044,1.441,0.0,-0.237,0.0
1757460750.0898497,0.002,3.1185,0.8365,0.0,-0.237,0.0
1757460750.1376803,0.002,3.1165,-0.0238,0.0,-0.237,0.0
1757460750.141047,0.002,3.0976,-0.8627,0.0,-0.237,0.0
1757460750.1873615,0.002,3.0652,-1.5436,0.0,-0.237,0.0
