timestamp,dt,angle,angle_dt,pwm,pos,pos_dt
1757461320.7257807,0.002,2.8442,0.0057,-60.0,0.0098,-0.1914
1757461320.7704966,0.002,2.8303,0.0624,-60.0,0.0024,-0.4467
1757461320.8186488,0.002,2.8081,-0.1378,-60.0,-0.008,-0.6381
1757461320.8218524,0.002,2.7902,0.1787,-60.0,-0.02,-0.5105
1757461320.868766,0.002,2.7767,0.1436,-60.0,-0.0339,-0.702
1757461320.9155715,0.002,2.7739,0.256,-60.0,-0.0495,-0.7019
1757461320.919382,0.002,2.7694,0.3421,-60.0,-0.0651,-0.8296
1757461320.9655008,0.002,2.7689,0.2866,-60.0,-0.0842,-0.8934
1757461321.0132153,0.002,2.7675,0.202,-60.0,-0.1018,-0.8296
1757461321.0158105,0.002,2.7663,0.0757,-60.0,-0.1224,-1.021
1757461321.063051,0.002,2.7632,-0.0332,-60.0,-0.1435,-0.9572
1757461321.1108437,0.002,2.7563,-0.396,-60.0,-0.1651,-1.021
1757461321.1144938,0.002,2.7457,-0.614,-60.0,-0.1885,-1.021
1757461321.1605082,0.002,2.7349,-0.4928,-60.0,-0.2091,-1.021
1757461321.20771,0.002,2.7224,-0.6645,0.0,-0.2311,-0.7658
1757461321.2114856,0.002,2.7426,-0.3663,0.0,-0.244,-0.4467
1757461321.2574422,0.002,2.7622,-0.2516,0.0,-0.2508,-0.2553
1757461321.3050587,0.002,2.7808,-0.3482,0.0,-0.2554,-0.1915
1757461321.3085938,0.002,2.7879,-0.7761,0.0,-0.2593,-0.1915
1757461321.3550003,0.002,2.7902,-0.8947,0.0,-0.2637,-0.1914
1757461321.4028366,0.002,2.7878,-1.4753,0.0,-0.2669,-0.1276
1757461321.4535992,0.001,2.7673,-1.6559,0.0,-0.2693,-0.1276
1757461321.50114,0.002,2.7394,-1.4835,0.0,-0.2704,-0.0638
1757461321.504377,0.002,2.7211,-0.9508,0.0,-0.2707,0.0
1757461321.551112,0.002,2.7142,-0.3114,0.0,-0.2708,0.0
1757461321.5986173,0.002,2.718,0.1754,0.0,-0.2708,0.0
1757461321.6018114,0.002,2.7338,0.8245,0.0,-0.2708,0.0
1757461321.648753,0.002,2.7602,1.3184,0.0,-0.2708,0.0
1757461321.6963358,0.002,2.792,1.5645,0.0,-0.2708,0.0
1757461321.7001543,0.002,2.8237,1.6555,0.0,-0.2708,0.0
1757461321.7461374,0.002,2.8567,1.7002,0.0,-0.2706,0.0
1757461321.7936993,0.002,2.8866,1.6026,0.0,-0.2706,0.0
1757461321.7974253,0.002,2.9125,1.3083,0.0,-0.2706,0.0
1757461321.8451326,0.002,2.9292,0.9671,0.0,-0.2704,0.0638
1757461321.8906054,0.002,2.9378,0.5105,0.0,-0.2704,0.0
1757461321.8937144,0.002,2.9366,-0.0113,0.0,-0.2704,0.0
1757461321.9406328,0.002,2.9262,-0.458,0.0,-0.2704,0.0
1757461321.9886498,0.002,2.9079,-0.7859,0.0,-0.2704,0.0
1757461321.9920335,0.002,2.8882,-0.926,0.0,-0.2704,0.0
1757461322.0385742,0.002,2.8662,-0.9416,0.0,-0.2706,0.0
1757461322.086184,0.002,2.8464,-0.818,0.0,-0.2706,0.0
1757461322.0896614,0.002,2.832,-0.6484,0.0,-0.2706,0.0
1757461322.1361482,0.002,2.8217,-0.4654,0.0,-0.2706,0.0
1757461322.183611,0.002,2.8155,-0.2588,0.0,-0.2706,0.0
1757461322.1881871,0.002,2.8142,-0.0522,0.0,-0.2706,0.0
1757461322.2336195,0.002,2.8163,0.1413,0.0,-0.2706,0.0
1757461322.2815166,0.002,2.8221,0.2996,0.0,-0.2706,0.0
1757461322.2845776,0.002,2.829,0.389,0.0,-0.2706,0.0
1757461322.331083,0.002,2.8377,0.4255,0.0,-0.2706,0.0
1757461322.3785415,0.002,2.8452,0.4139,0.0,-0.2706,0.0
1757461322.382013,0.002,2.8522,0.3726,0.0,-0.2706,0.0
1757461322.4285455,0.002,2.8575,0.3259,0.0,-0.2706,0.0
1757461322.5248668,0.002,2.8609,0.2453,0.0,-0.2706,0.0
1757461322.5284348,0.002,2.8622,0.1082,0.0,-0.2706,0.0
1757461322.5755668,0.002,2.8604,-0.027,0.0,-0.2706,0.0
1757461322.6229186,0.002,2.8559,-0.1727,0.0,-0.2706,0.0
