dt,angle,angle_dt,pwm,pos,pos_dt
0.006000000052154064,2.822099208831787,0.1049169972538948,18.0,0.01595340110361576,0.12762750685214996
0.004999999888241291,2.8231377601623535,0.04642999544739723,18.0,0.017357299104332924,0.19143986701965332
0.006000000052154064,2.824108839035034,0.10278499871492386,18.0,0.01863357052206993,0.12762658298015594
0.004999999888241291,2.8253653049468994,0.1364929974079132,18.0,0.020037472248077393,0.3828815817832947
0.006000000052154064,2.82633638381958,0.10544999688863754,18.0,0.0213137436658144,0.12762750685214996
0.006000000052154064,2.828386068344116,0.08852999657392502,18.0,0.022334761917591095,0.2552550137042999
0.004999999888241291,2.8300952911376953,0.0954580008983612,18.0,0.023611031472682953,0.19144079089164734
0.006000000052154064,2.830901622772217,0.08293499797582626,18.0,0.025014931336045265,0.2552540898323059
0.004999999888241291,2.83249568939209,0.1332949995994568,18.0,0.02629120647907257,0.19144172966480255
0.006000000052154064,2.8334178924560547,0.07414199411869049,18.0,0.02782272920012474,0.2552531659603119
0.004999999888241291,2.8343005180358887,0.10984699428081512,18.0,0.028843749314546585,0.2552550137042999
0.006000000052154064,2.835148334503174,0.07640700042247772,18.0,0.030247647315263748,0.2552550137042999
0.004999999888241291,2.836632013320923,0.08892899751663208,18.0,0.031779173761606216,0.2552550137042999
0.006000000052154064,2.8369994163513184,0.06974499672651291,18.0,0.033310700207948685,0.2552550137042999
0.004999999888241291,2.8387045860290527,0.13729199767112732,18.0,0.03471430391073227,0.2552550137042999
0.006000000052154064,2.839310646057129,0.026444997638463974,18.0,0.03573561832308769,0.2552550137042999
0.004999999888241291,2.8399667739868164,0.08812999725341797,18.0,0.03726714104413986,0.2552531659603119
0.006000000052154064,2.8412747383117676,0.08999499678611755,18.0,0.03879867494106293,0.25525689125061035
0.004999999888241291,2.8422579765319824,0.08240199834108353,18.0,0.04020256549119949,0.2552531659603119
0.006000000052154064,2.842646837234497,0.06668099761009216,18.0,0.04122358560562134,0.2552531659603119
0.004999999888241291,2.8436572551727295,0.05828699469566345,18.0,0.04288274049758911,0.21271158754825592
0.006000000052154064,2.843787431716919,0.052824996411800385,18.0,0.04441426694393158,0.5105063319206238
0.004999999888241291,2.843684434890747,0.06028599664568901,18.0,0.04607342183589935,0.2552531659603119
0.006000000052154064,2.844555616378784,0.07680599391460419,18.0,0.04760494828224182,0.25525689125061035
0.006000000052154064,2.845057487487793,0.050825998187065125,18.0,0.04875359684228897,0.25525689125061035
0.004999999888241291,2.8459930419921875,0.08919599652290344,18.0,0.05041274428367615,0.2552531659603119
0.006000000052154064,2.846876859664917,0.08226899802684784,18.0,0.051944270730018616,0.2552531659603119
0.004999999888241291,2.847459316253662,0.06494899839162827,18.0,0.053475797176361084,0.2552531659603119
0.006000000052154064,2.847529411315918,0.09279299527406693,18.0,0.05513495206832886,0.2552531659603119
0.004999999888241291,2.8486289978027344,0.12556800246238708,18.0,0.0561559684574604,0.2552550137042999
0.006000000052154064,2.849611759185791,0.17033399641513824,18.0,0.057815127074718475,0.25525689125061035
0.004999999888241291,2.8504912853240967,0.18152499198913574,0.0,0.059346649795770645,0.2552550137042999
0.006000000052154064,2.8517606258392334,0.25999799370765686,0.0,0.060878172516822815,0.2552531659603119
0.004999999888241291,2.852689266204834,0.2989019751548767,0.0,0.061771564185619354,0.1276247203350067
0.006000000052154064,2.8531198501586914,0.2597320079803467,0.0,0.062282077968120575,0.12762844562530518
0.006000000052154064,2.8538219928741455,0.32568100094795227,0.0,0.0629202127456665,0.12762844562530518
0.004999999888241291,2.8522567749023438,0.2791830003261566,0.0,0.06355834752321243,0.12762844562530518
0.006000000052154064,2.8503711223602295,0.3555249869823456,0.0,0.06432411074638367,0.19144265353679657
0.004999999888241291,2.849611759185791,0.4827609956264496,0.0,0.06532290577888489,0.12762099504470825
0.006000000052154064,2.8476738929748535,0.4691709876060486,0.0,0.06560038030147552,0.12762844562530518
0.004999999888241291,2.8477344512939453,0.5820180177688599,0.0,0.06623852252960205,0.12762844562530518
0.006000000052154064,2.84860897064209,0.5905449986457825,0.0,0.06687664985656738,0.12762099504470825
